name,day,years,prevalence,cases
PBO,4108,2.254794520547945,0.45091122,2.4678376
PBO,4122,2.293150684931507,0.45478493,2.4462106
PBO,4136,2.3315068493150686,0.45802352,2.4470649
PBO,4150,2.3698630136986303,0.4608409,2.4711103
PBO,4164,2.408219178082192,0.46345133,2.522718
PBO,4178,2.4465753424657533,0.466219,2.5985465
PBO,4192,2.484931506849315,0.46988896,2.7223623
PBO,4206,2.5232876712328767,0.47539353,2.9090126
PBO,4220,2.5616438356164384,0.48310336,3.1198454
PBO,4234,2.6,0.49228457,3.2786903
PBO,4248,2.638356164383562,0.50132155,3.3316345
PBO,4262,2.6767123287671235,0.50831807,3.233222
PBO,4276,2.7150684931506848,0.5116246,2.9881291
PBO,4290,2.7534246575342465,0.5102054,2.6243143
PBO,4304,2.791780821917808,0.50394696,2.2592041
PBO,4318,2.83013698630137,0.49403003,1.9802687
PBO,4332,2.8684931506849316,0.483032,1.880475
PBO,4346,2.9068493150684933,0.47410515,1.9714103
PBO,4360,2.9452054794520546,0.46954978,2.158111
PBO,4374,2.9835616438356163,0.47011837,2.4124436
Pyrrole,2190,-3.0,0.44937128,2.0863774
Pyrrole,2204,-2.9616438356164383,0.45082673,1.1856627
Pyrrole,2218,-2.9232876712328766,0.43830267,0.65803707
Pyrrole,2232,-2.884931506849315,0.41571212,0.6134801
Pyrrole,2246,-2.8465753424657536,0.39317778,0.5646448
Pyrrole,2260,-2.808219178082192,0.37651777,0.5685766
Pyrrole,2274,-2.76986301369863,0.3615201,0.57431114
Pyrrole,2288,-2.7315068493150685,0.3467532,0.58274305
Pyrrole,2302,-2.6931506849315068,0.3335613,0.5939746
Pyrrole,2316,-2.654794520547945,0.3221221,0.6144109
Pyrrole,2330,-2.6164383561643834,0.31250608,0.6439107
Pyrrole,2344,-2.578082191780822,0.3047194,0.680228
Pyrrole,2358,-2.5397260273972604,0.29886246,0.73396826
Pyrrole,2372,-2.5013698630136987,0.29523996,0.8082434
Pyrrole,2386,-2.463013698630137,0.29415944,0.8928524
Pyrrole,2400,-2.4246575342465753,0.29551238,0.98597145
Pyrrole,2414,-2.3863013698630136,0.29862297,1.0684111
Pyrrole,2428,-2.347945205479452,0.30240077,1.0988216
Pyrrole,2442,-2.3095890410958906,0.30560833,1.0723295
Pyrrole,2456,-2.271232876712329,0.3072347,1.0019195
Pyrrole,2470,-2.232876712328767,0.30672553,0.89121556
Pyrrole,2484,-2.1945205479452055,0.30385357,0.79271936
Pyrrole,2498,-2.1561643835616437,0.29869822,0.7338698
Pyrrole,2512,-2.117808219178082,0.29255807,0.75172734
Pyrrole,2526,-2.0794520547945203,0.2883684,0.8423251
Pyrrole,2540,-2.041095890410959,0.28896707,0.9928405
Pyrrole,2554,-2.0027397260273974,0.2939223,1.1477959
Pyrrole,2568,-1.9643835616438357,0.29886463,1.2840033
Pyrrole,2582,-1.926027397260274,0.30501983,1.3920925
Pyrrole,2596,-1.8876712328767122,0.31464583,1.4715824
Pyrrole,2610,-1.8493150684931507,0.32452592,1.4987202
Pyrrole,2624,-1.810958904109589,0.33205622,1.4984171
Pyrrole,2638,-1.7726027397260273,0.33716702,1.499809
Pyrrole,2652,-1.7342465753424658,0.34073865,1.5085757
Pyrrole,2666,-1.6958904109589041,0.34380275,1.5234947
Pyrrole,2680,-1.6575342465753424,0.3471091,1.5516875
Pyrrole,2694,-1.6191780821917807,0.35098246,1.5975294
Pyrrole,2708,-1.5808219178082192,0.35547364,1.6522214
Pyrrole,2722,-1.5424657534246575,0.36073083,1.7330661
Pyrrole,2736,-1.5041095890410958,0.3672263,1.8594317
Pyrrole,2750,-1.4657534246575343,0.37547398,2.0113313
Pyrrole,2764,-1.4273972602739726,0.38537556,2.175857
Pyrrole,2778,-1.389041095890411,0.39596868,2.3054657
Pyrrole,2792,-1.3506849315068492,0.40575567,2.346793
Pyrrole,2806,-1.3123287671232877,0.41318858,2.264617
Pyrrole,2820,-1.273972602739726,0.41713703,2.0751648
Pyrrole,2834,-1.2356164383561643,0.41723052,1.814714
Pyrrole,2848,-1.1972602739726028,0.4137879,1.5696712
Pyrrole,2862,-1.158904109589041,0.40756583,1.3981125
Pyrrole,2876,-1.1205479452054794,0.40021312,1.3790231
Pyrrole,2890,-1.082191780821918,0.39471242,1.5025849
Pyrrole,2904,-1.0438356164383562,0.39403856,1.7040699
Pyrrole,2918,-1.0054794520547945,0.3986566,1.9510057
Pyrrole,2932,-0.9671232876712329,0.40515766,2.184263
Pyrrole,2946,-0.9287671232876712,0.41302052,2.339096
Pyrrole,2960,-0.8904109589041096,0.42294678,2.4129527
Pyrrole,2974,-0.852054794520548,0.43196997,2.401197
Pyrrole,2988,-0.8136986301369863,0.43824312,2.3434393
Pyrrole,3002,-0.7753424657534247,0.44191447,2.2837195
Pyrrole,3016,-0.736986301369863,0.4438802,2.2402506
Pyrrole,3030,-0.6986301369863014,0.44506645,2.215153
Pyrrole,3044,-0.6602739726027397,0.44609568,2.2113366
Pyrrole,3058,-0.6219178082191781,0.44730884,2.2290995
Pyrrole,3072,-0.5835616438356165,0.44894215,2.2640934
Pyrrole,3086,-0.5452054794520548,0.45136812,2.339074
Pyrrole,3100,-0.5068493150684932,0.45520484,2.4668775
Pyrrole,3114,-0.4684931506849315,0.4610124,2.621894
Pyrrole,3128,-0.4301369863013699,0.4686392,2.7875957
Pyrrole,3142,-0.3917808219178082,0.47698426,2.9104495
Pyrrole,3156,-0.35342465753424657,0.48444518,2.938397
Pyrrole,3170,-0.3150684931506849,0.48948243,2.8235881
Pyrrole,3184,-0.27671232876712326,0.490975,2.5715747
Pyrrole,3198,-0.23835616438356164,0.48852503,2.2414591
Pyrrole,3212,-0.2,0.4825216,1.9214406
Pyrrole,3226,-0.16164383561643836,0.47388306,1.6856518
Pyrrole,3240,-0.1232876712328767,0.4642384,1.6247373
Pyrrole,3254,-0.08493150684931507,0.4564025,1.7440932
Pyrrole,3268,-0.04657534246575343,0.45338112,1.9407415
Pyrrole,3282,-0.00821917808219178,0.45602793,2.2206202
Pyrrole,3296,0.030136986301369864,0.4427194,1.398658
Pyrrole,3310,0.0684931506849315,0.4239815,0.4278028
Pyrrole,3324,0.10684931506849316,0.39483398,0.308283
Pyrrole,3338,0.14520547945205478,0.37558997,0.31507543
Pyrrole,3352,0.18356164383561643,0.35474378,0.32160145
Pyrrole,3366,0.2219178082191781,0.33328527,0.33307385
Pyrrole,3380,0.2602739726027397,0.31675464,0.3440019
Pyrrole,3394,0.29863013698630136,0.30245674,0.3563306
Pyrrole,3408,0.336986301369863,0.28973514,0.3716714
Pyrrole,3422,0.37534246575342467,0.27877858,0.39170855
Pyrrole,3436,0.4136986301369863,0.26978296,0.41269353
Pyrrole,3450,0.4520547945205479,0.26295573,0.43532017
Pyrrole,3464,0.4904109589041096,0.25849104,0.4709725
Pyrrole,3478,0.5287671232876713,0.2564047,0.5254169
Pyrrole,3492,0.5671232876712329,0.25641322,0.5843093
Pyrrole,3506,0.6054794520547945,0.2579703,0.64160985
Pyrrole,3520,0.6438356164383562,0.26022583,0.6768559
Pyrrole,3534,0.6821917808219178,0.26222292,0.6701993
Pyrrole,3548,0.7205479452054795,0.26319456,0.62960976
Pyrrole,3562,0.7589041095890411,0.26259407,0.5651448
Pyrrole,3576,0.7972602739726027,0.26010054,0.49971354
Pyrrole,3590,0.8356164383561644,0.25591817,0.4694115
Pyrrole,3604,0.873972602739726,0.25121853,0.48479748
Pyrrole,3618,0.9123287671232877,0.24789031,0.55308384
Pyrrole,3632,0.9506849315068493,0.24742973,0.68048286
Pyrrole,3646,0.989041095890411,0.25042474,0.82445097
Pyrrole,3660,1.0273972602739727,0.25663015,0.93993604
Pyrrole,3674,1.0657534246575342,0.2645092,1.0264947
Pyrrole,3688,1.104109589041096,0.2726722,1.095984
Pyrrole,3702,1.1424657534246576,0.28024808,1.1410272
Pyrrole,3716,1.180821917808219,0.28683877,1.1604738
Pyrrole,3730,1.2191780821917808,0.2929632,1.1724141
Pyrrole,3744,1.2575342465753425,0.2992048,1.1912439
Pyrrole,3758,1.295890410958904,0.30579215,1.2244403
Pyrrole,3772,1.3342465753424657,0.31276566,1.2709863
Pyrrole,3786,1.3726027397260274,0.32009622,1.332994
Pyrrole,3800,1.4109589041095891,0.32773212,1.4061112
Pyrrole,3814,1.4493150684931506,0.33573723,1.4875903
Pyrrole,3828,1.4876712328767123,0.34447974,1.6030726
Pyrrole,3842,1.526027397260274,0.35452086,1.7546892
Pyrrole,3856,1.5643835616438355,0.3660952,1.915273
Pyrrole,3870,1.6027397260273972,0.37865734,2.064158
Pyrrole,3884,1.641095890410959,0.39089668,2.1488113
Pyrrole,3898,1.6794520547945206,0.4011587,2.1121407
Pyrrole,3912,1.7178082191780821,0.4079448,1.9749069
Pyrrole,3926,1.7561643835616438,0.41023752,1.7618012
Pyrrole,3940,1.7945205479452055,0.40774548,1.5478814
Pyrrole,3954,1.832876712328767,0.4013617,1.3895242
Pyrrole,3968,1.8712328767123287,0.39350712,1.3595977
Pyrrole,3982,1.9095890410958904,0.38738787,1.4704654
Pyrrole,3996,1.9479452054794522,0.38540846,1.6909807
Pyrrole,4010,1.9863013698630136,0.38854373,1.9651947
Pyrrole,4024,2.0246575342465754,0.39649364,2.2272034
Pyrrole,4038,2.063013698630137,0.40685302,2.4210415
Pyrrole,4052,2.1013698630136988,0.4167087,2.5221264
Pyrrole,4066,2.1397260273972605,0.4247117,2.5266023
Pyrrole,4080,2.1780821917808217,0.43102822,2.4812322
Pyrrole,4094,2.2164383561643834,0.43636176,2.4315033
Pyrrole,4108,2.254794520547945,0.44096422,2.3995628
Pyrrole,4122,2.293150684931507,0.44486436,2.3878825
Pyrrole,4136,2.3315068493150686,0.4481781,2.3967848
Pyrrole,4150,2.3698630136986303,0.45109355,2.4261897
Pyrrole,4164,2.408219178082192,0.45382175,2.479781
Pyrrole,4178,2.4465753424657533,0.45673427,2.558058
Pyrrole,4192,2.484931506849315,0.46057433,2.6840894
Pyrrole,4206,2.5232876712328767,0.46625116,2.8730366
Pyrrole,4220,2.5616438356164384,0.47410023,3.0820608
Pyrrole,4234,2.6,0.48337302,3.2371721
Pyrrole,4248,2.638356164383562,0.4924737,3.2920775
Pyrrole,4262,2.6767123287671235,0.49954396,3.1975718
Pyrrole,4276,2.7150684931506848,0.50296074,2.955072
Pyrrole,4290,2.7534246575342465,0.50169605,2.597605
Pyrrole,4304,2.791780821917808,0.495668,2.2421563
Pyrrole,4318,2.83013698630137,0.48612645,1.9722493
Pyrrole,4332,2.8684931506849316,0.47566813,1.8737173
Pyrrole,4346,2.9068493150684933,0.46734056,1.9611123
Pyrrole,4360,2.9452054794520546,0.46329698,2.1433198
Pyrrole,4374,2.9835616438356163,0.46419978,2.3899372
PBO + IRS + LSM,2190,-3.0,0.44937128,2.0863774
PBO + IRS + LSM,2204,-2.9616438356164383,0.45082673,1.1856627
PBO + IRS + LSM,2218,-2.9232876712328766,0.43830267,0.65803707
PBO + IRS + LSM,2232,-2.884931506849315,0.41571212,0.6134801
PBO + IRS + LSM,2246,-2.8465753424657536,0.39317778,0.5646448
PBO + IRS + LSM,2260,-2.808219178082192,0.37651777,0.5685766
PBO + IRS + LSM,2274,-2.76986301369863,0.3615201,0.57431114
PBO + IRS + LSM,2288,-2.7315068493150685,0.3467532,0.58274305
PBO + IRS + LSM,2302,-2.6931506849315068,0.3335613,0.5939746
PBO + IRS + LSM,2316,-2.654794520547945,0.3221221,0.6144109
PBO + IRS + LSM,2330,-2.6164383561643834,0.31250608,0.6439107
PBO + IRS + LSM,2344,-2.578082191780822,0.3047194,0.680228
PBO + IRS + LSM,2358,-2.5397260273972604,0.29886246,0.73396826
PBO + IRS + LSM,2372,-2.5013698630136987,0.29523996,0.8082434
PBO + IRS + LSM,2386,-2.463013698630137,0.29415944,0.8928524
PBO + IRS + LSM,2400,-2.4246575342465753,0.29551238,0.98597145
PBO + IRS + LSM,2414,-2.3863013698630136,0.29862297,1.0684111
PBO + IRS + LSM,2428,-2.347945205479452,0.30240077,1.0988216
PBO + IRS + LSM,2442,-2.3095890410958906,0.30560833,1.0723295
PBO + IRS + LSM,2456,-2.271232876712329,0.3072347,1.0019195
PBO + IRS + LSM,2470,-2.232876712328767,0.30672553,0.89121556
PBO + IRS + LSM,2484,-2.1945205479452055,0.30385357,0.79271936
PBO + IRS + LSM,2498,-2.1561643835616437,0.29869822,0.7338698
PBO + IRS + LSM,2512,-2.117808219178082,0.29255807,0.75172734
PBO + IRS + LSM,2526,-2.0794520547945203,0.2883684,0.8423251
PBO + IRS + LSM,2540,-2.041095890410959,0.28896707,0.9928405
PBO + IRS + LSM,2554,-2.0027397260273974,0.2939223,1.1477959
PBO + IRS + LSM,2568,-1.9643835616438357,0.29886463,1.2840033
PBO + IRS + LSM,2582,-1.926027397260274,0.30501983,1.3920925
PBO + IRS + LSM,2596,-1.8876712328767122,0.31464583,1.4715824
PBO + IRS + LSM,2610,-1.8493150684931507,0.32452592,1.4987202
PBO + IRS + LSM,2624,-1.810958904109589,0.33205622,1.4984171
PBO + IRS + LSM,2638,-1.7726027397260273,0.33716702,1.499809
PBO + IRS + LSM,2652,-1.7342465753424658,0.34073865,1.5085757
PBO + IRS + LSM,2666,-1.6958904109589041,0.34380275,1.5234947
PBO + IRS + LSM,2680,-1.6575342465753424,0.3471091,1.5516875
PBO + IRS + LSM,2694,-1.6191780821917807,0.35098246,1.5975294
PBO + IRS + LSM,2708,-1.5808219178082192,0.35547364,1.6522214
PBO + IRS + LSM,2722,-1.5424657534246575,0.36073083,1.7330661
PBO + IRS + LSM,2736,-1.5041095890410958,0.3672263,1.8594317
PBO + IRS + LSM,2750,-1.4657534246575343,0.37547398,2.0113313
PBO + IRS + LSM,2764,-1.4273972602739726,0.38537556,2.175857
PBO + IRS + LSM,2778,-1.389041095890411,0.39596868,2.3054657
PBO + IRS + LSM,2792,-1.3506849315068492,0.40575567,2.346793
PBO + IRS + LSM,2806,-1.3123287671232877,0.41318858,2.264617
PBO + IRS + LSM,2820,-1.273972602739726,0.41713703,2.0751648
PBO + IRS + LSM,2834,-1.2356164383561643,0.41723052,1.814714
PBO + IRS + LSM,2848,-1.1972602739726028,0.4137879,1.5696712
PBO + IRS + LSM,2862,-1.158904109589041,0.40756583,1.3981125
PBO + IRS + LSM,2876,-1.1205479452054794,0.40021312,1.3790231
PBO + IRS + LSM,2890,-1.082191780821918,0.39471242,1.5025849
PBO + IRS + LSM,2904,-1.0438356164383562,0.39403856,1.7040699
PBO + IRS + LSM,2918,-1.0054794520547945,0.3986566,1.9510057
PBO + IRS + LSM,2932,-0.9671232876712329,0.40515766,2.184263
PBO + IRS + LSM,2946,-0.9287671232876712,0.41302052,2.339096
PBO + IRS + LSM,2960,-0.8904109589041096,0.42294678,2.4129527
PBO + IRS + LSM,2974,-0.852054794520548,0.43196997,2.401197
PBO + IRS + LSM,2988,-0.8136986301369863,0.43824312,2.3434393
PBO + IRS + LSM,3002,-0.7753424657534247,0.44191447,2.2837195
PBO + IRS + LSM,3016,-0.736986301369863,0.4438802,2.2402506
PBO + IRS + LSM,3030,-0.6986301369863014,0.44506645,2.215153
PBO + IRS + LSM,3044,-0.6602739726027397,0.44609568,2.2113366
PBO + IRS + LSM,3058,-0.6219178082191781,0.44730884,2.2290995
PBO + IRS + LSM,3072,-0.5835616438356165,0.44894215,2.2640934
PBO + IRS + LSM,3086,-0.5452054794520548,0.45136812,2.339074
PBO + IRS + LSM,3100,-0.5068493150684932,0.45520484,2.4668775
PBO + IRS + LSM,3114,-0.4684931506849315,0.4610124,2.621894
PBO + IRS + LSM,3128,-0.4301369863013699,0.4686392,2.7875957
PBO + IRS + LSM,3142,-0.3917808219178082,0.47698426,2.9104495
PBO + IRS + LSM,3156,-0.35342465753424657,0.48444518,2.938397
PBO + IRS + LSM,3170,-0.3150684931506849,0.48948243,2.8235881
PBO + IRS + LSM,3184,-0.27671232876712326,0.490975,2.5715747
PBO + IRS + LSM,3198,-0.23835616438356164,0.48852503,2.2414591
PBO + IRS + LSM,3212,-0.2,0.4825216,1.9214406
PBO + IRS + LSM,3226,-0.16164383561643836,0.47388306,1.6856518
PBO + IRS + LSM,3240,-0.1232876712328767,0.4642384,1.6247373
PBO + IRS + LSM,3254,-0.08493150684931507,0.4564025,1.7440932
PBO + IRS + LSM,3268,-0.04657534246575343,0.45338112,1.9407415
PBO + IRS + LSM,3282,-0.00821917808219178,0.45602793,2.2206202
PBO + IRS + LSM,3296,0.030136986301369864,0.43938503,1.0499783
PBO + IRS + LSM,3310,0.0684931506849315,0.40885553,0.22152643
PBO + IRS + LSM,3324,0.10684931506849316,0.37694284,0.07598069
PBO + IRS + LSM,3338,0.14520547945205478,0.3503548,0.055095524
PBO + IRS + LSM,3352,0.18356164383561643,0.32625893,0.04858571
PBO + IRS + LSM,3366,0.2219178082191781,0.30131873,0.050942875
PBO + IRS + LSM,3380,0.2602739726027397,0.27676362,0.049914934
PBO + IRS + LSM,3394,0.29863013698630136,0.255286,0.05135238
PBO + IRS + LSM,3408,0.336986301369863,0.23494077,0.054356586
PBO + IRS + LSM,3422,0.37534246575342467,0.21596055,0.058442593
PBO + IRS + LSM,3436,0.4136986301369863,0.19856739,0.064222924
PBO + IRS + LSM,3450,0.4520547945205479,0.18298687,0.07157186
PBO + IRS + LSM,3464,0.4904109589041096,0.1694221,0.07934655
PBO + IRS + LSM,3478,0.5287671232876713,0.1578791,0.08845977
PBO + IRS + LSM,3492,0.5671232876712329,0.14808299,0.099330015
PBO + IRS + LSM,3506,0.6054794520547945,0.13969995,0.10972846
PBO + IRS + LSM,3520,0.6438356164383562,0.13245723,0.115531
PBO + IRS + LSM,3534,0.6821917808219178,0.12605041,0.118565775
PBO + IRS + LSM,3548,0.7205479452054795,0.120113626,0.11858391
PBO + IRS + LSM,3562,0.7589041095890411,0.114263855,0.11329463
PBO + IRS + LSM,3576,0.7972602739726027,0.10823646,0.10433505
PBO + IRS + LSM,3590,0.8356164383561644,0.10217367,0.09885258
PBO + IRS + LSM,3604,0.873972602739726,0.09686286,0.10386083
PBO + IRS + LSM,3618,0.9123287671232877,0.093441635,0.11891118
PBO + IRS + LSM,3632,0.9506849315068493,0.09257171,0.13847002
PBO + IRS + LSM,3646,0.989041095890411,0.093437575,0.14485908
PBO + IRS + LSM,3660,1.0273972602739727,0.09329108,0.10523614
PBO + IRS + LSM,3674,1.0657534246575342,0.08984859,0.04292288
PBO + IRS + LSM,3688,1.104109589041096,0.08394645,0.023682829
PBO + IRS + LSM,3702,1.1424657534246576,0.0777029,0.021104362
PBO + IRS + LSM,3716,1.180821917808219,0.07217725,0.021408843
PBO + IRS + LSM,3730,1.2191780821917808,0.06731221,0.021193348
PBO + IRS + LSM,3744,1.2575342465753425,0.062867686,0.021486895
PBO + IRS + LSM,3758,1.295890410958904,0.058793813,0.022692407
PBO + IRS + LSM,3772,1.3342465753424657,0.05512848,0.024867594
PBO + IRS + LSM,3786,1.3726027397260274,0.051877335,0.027846236
PBO + IRS + LSM,3800,1.4109589041095891,0.04901111,0.031771693
PBO + IRS + LSM,3814,1.4493150684931506,0.046550363,0.03704236
PBO + IRS + LSM,3828,1.4876712328767123,0.04459851,0.043662388
PBO + IRS + LSM,3842,1.526027397260274,0.043215863,0.05100765
PBO + IRS + LSM,3856,1.5643835616438355,0.042318333,0.060813185
PBO + IRS + LSM,3870,1.6027397260273972,0.041759722,0.072115794
PBO + IRS + LSM,3884,1.641095890410959,0.041422598,0.080830336
PBO + IRS + LSM,3898,1.6794520547945206,0.04120524,0.08666207
PBO + IRS + LSM,3912,1.7178082191780821,0.040978204,0.08915378
PBO + IRS + LSM,3926,1.7561643835616438,0.040596586,0.086749785
PBO + IRS + LSM,3940,1.7945205479452055,0.03999819,0.08056855
PBO + IRS + LSM,3954,1.832876712328767,0.039367877,0.07831795
PBO + IRS + LSM,3968,1.8712328767123287,0.039232034,0.08616009
PBO + IRS + LSM,3982,1.9095890410958904,0.040303662,0.10124345
PBO + IRS + LSM,3996,1.9479452054794522,0.04307482,0.123486
PBO + IRS + LSM,4010,1.9863013698630136,0.04716069,0.13542293
PBO + IRS + LSM,4024,2.0246575342465754,0.050681774,0.094501495
PBO + IRS + LSM,4038,2.063013698630137,0.05145605,0.03180453
PBO + IRS + LSM,4052,2.1013698630136988,0.04942348,0.017048888
PBO + IRS + LSM,4066,2.1397260273972605,0.046268728,0.016604029
PBO + IRS + LSM,4080,2.1780821917808217,0.043292314,0.018662682
PBO + IRS + LSM,4094,2.2164383561643834,0.040676594,0.019463489
PBO + IRS + LSM,4108,2.254794520547945,0.03819269,0.02075933
PBO + IRS + LSM,4122,2.293150684931507,0.035747092,0.023003945
PBO + IRS + LSM,4136,2.3315068493150686,0.033397175,0.025808519
PBO + IRS + LSM,4150,2.3698630136986303,0.03122686,0.028893532
PBO + IRS + LSM,4164,2.408219178082192,0.029302621,0.032560404
PBO + IRS + LSM,4178,2.4465753424657533,0.027713314,0.037312146
PBO + IRS + LSM,4192,2.484931506849315,0.026581574,0.04365144
PBO + IRS + LSM,4206,2.5232876712328767,0.02598772,0.051376943
PBO + IRS + LSM,4220,2.5616438356164384,0.025909187,0.060948886
PBO + IRS + LSM,4234,2.6,0.02624054,0.073011324
PBO + IRS + LSM,4248,2.638356164383562,0.02684438,0.083671756
PBO + IRS + LSM,4262,2.6767123287671235,0.027582059,0.09070229
PBO + IRS + LSM,4276,2.7150684931506848,0.02832977,0.094330445
PBO + IRS + LSM,4290,2.7534246575342465,0.028999362,0.09395807
PBO + IRS + LSM,4304,2.791780821917808,0.029572332,0.09068629
PBO + IRS + LSM,4318,2.83013698630137,0.03015045,0.092731476
PBO + IRS + LSM,4332,2.8684931506849316,0.030995969,0.10344139
PBO + IRS + LSM,4346,2.9068493150684933,0.032478508,0.121433385
PBO + IRS + LSM,4360,2.9452054794520546,0.034886908,0.14982627
PBO + IRS + LSM,4374,2.9835616438356163,0.038095992,0.16528663
